commission_id,booking_id,agent_id,commission_rate,commission_amount_cents
C00004533,B00004533,A0004,0.05,13980
C00004534,B00004534,A0002,0.02,38376
C00004535,B00004535,A0030,0.15,31020
C00004536,B00004536,A0011,0.15,92730
C00004537,B00004537,A0047,0.05,1020
C00004538,B00004538,A0010,0.02,3840
C00004539,B00004539,A0009,0.03,486
C00004540,B00004540,A0032,0.05,8492
C00004541,B00004541,A0037,0.02,5432
C00004542,B00004542,A0049,0.03,1188
C00004543,B00004543,A0010,0.1,25419
C00004544,B00004544,A0031,0.1,24090
C00004545,B00004545,A0040,0.03,2097
C00004546,B00004546,A0051,0.02,1548
C00004547,B00004547,A0007,0.03,5211
C00004548,B00004548,A0044,0.15,27900
C00004549,B00004549,A0017,0.03,2412
C00004550,B00004550,A0006,0.05,7480
C00004551,B00004551,A0023,0.02,6146
C00004552,B00004552,A0004,0.05,12300
C00004553,B00004553,A0011,0.02,1236
C00004554,B00004554,A0001,0.02,10080
C00004555,B00004555,A0012,0.02,5122
C00004556,B00004556,A0020,0.02,356
C00004557,B00004557,A0019,0.02,3652
C00004558,B00004558,A0043,0.02,1794
C00004559,B00004559,A0047,0.02,3408
C00004560,B00004560,A0027,0.03,8931
C00004561,B00004561,A0041,0.03,5400
C00004562,B00004562,A0047,0.15,11880
C00004563,B00004563,A0030,0.15,40320
C00004564,B00004564,A0007,0.02,8996
C00004565,B00004565,A0048,0.03,5355
C00004566,B00004566,A0019,0.02,6264
C00004567,B00004567,A0049,0.15,3180
C00004568,B00004568,A0003,0.15,18780
C00004569,B00004569,A0021,0.02,6424
C00004570,B00004570,A0045,0.03,4887
C00004571,B00004571,A0024,0.15,29250
C00004572,B00004572,A0025,0.02,780
C00004573,B00004573,A0035,0.1,11350
C00004574,B00004574,A0054,0.02,952
C00004575,B00004575,A0008,0.02,2608
C00004576,B00004576,A0006,0.05,3375
C00004577,B00004577,A0025,0.03,8358
C00004578,B00004578,A0005,0.1,5980
C00004579,B00004579,A0015,0.02,358
C00004580,B00004580,A0028,0.02,3780
C00004581,B00004581,A0021,0.03,2028
C00004582,B00004582,A0058,0.15,17145
C00004583,B00004583,A0017,0.15,16830
C00004584,B00004584,A0026,0.02,3000
C00004585,B00004585,A0039,0.03,6990
C00004586,B00004586,A0024,0.15,15150
C00004587,B00004587,A0014,0.05,50175
C00004588,B00004588,A0050,0.02,3978
C00004589,B00004589,A0056,0.15,37440
C00004590,B00004590,A0052,0.02,6600
C00004591,B00004591,A0024,0.03,13500
C00004592,B00004592,A0034,0.1,3640
C00004593,B00004593,A0031,0.05,2020
C00004594,B00004594,A0036,0.15,25575
C00004595,B00004595,A0017,0.02,4608
C00004596,B00004596,A0012,0.05,4860
C00004597,B00004597,A0028,0.05,5940
C00004598,B00004598,A0049,0.15,6975
C00004599,B00004599,A0050,0.15,166920
C00004600,B00004600,A0024,0.15,27120
C00004601,B00004601,A0010,0.15,36075
C00004602,B00004602,A0011,0.15,261900
C00004603,B00004603,A0026,0.02,4224
C00004604,B00004604,A0041,0.03,43800
C00004605,B00004605,A0042,0.1,16170
C00004606,B00004606,A0053,0.02,4180
C00004607,B00004607,A0030,0.03,10566
C00004608,B00004608,A0012,0.15,30030
C00004609,B00004609,A0051,0.15,25650
C00004610,B00004610,A0055,0.03,594
C00004611,B00004611,A0052,0.1,4580
C00004612,B00004612,A0036,0.05,4010
C00004613,B00004613,A0041,0.03,9048
C00004614,B00004614,A0051,0.05,87500
C00004615,B00004615,A0046,0.02,2412
C00004616,B00004616,A0030,0.05,16140
C00004617,B00004617,A0056,0.02,7404
C00004618,B00004618,A0053,0.05,8220
C00004619,B00004619,A0014,0.15,41265
C00004620,B00004620,A0041,0.1,77300
C00004621,B00004621,A0041,0.03,11325
C00004622,B00004622,A0020,0.1,20440
C00004623,B00004623,A0008,0.1,29960
C00004624,B00004624,A0033,0.15,27720
C00004625,B00004625,A0008,0.02,350
C00004626,B00004626,A0009,0.03,10650
C00004627,B00004627,A0041,0.15,13500
C00004628,B00004628,A0020,0.15,20280
C00004629,B00004629,A0036,0.05,7760
C00004630,B00004630,A0047,0.02,2144
C00004631,B00004631,A0055,0.1,36240
C00004632,B00004632,A0032,0.15,30240
C00004633,B00004633,A0010,0.02,10332
C00004634,B00004634,A0050,0.15,17280
C00004635,B00004635,A0002,0.05,6435
C00004636,B00004636,A0010,0.05,30800
C00004637,B00004637,A0011,0.15,5145
C00004638,B00004638,A0033,0.05,62325
C00004639,B00004639,A0013,0.03,1863
C00004640,B00004640,A0048,0.05,5425
C00004641,B00004641,A0006,0.02,10344
C00004642,B00004642,A0002,0.03,6396
C00004643,B00004643,A0049,0.15,29550
C00004644,B00004644,A0031,0.05,11635
C00004645,B00004645,A0018,0.15,41790
C00004646,B00004646,A0021,0.02,4488
C00004647,B00004647,A0010,0.15,181800
C00004648,B00004648,A0033,0.02,7728
C00004649,B00004649,A0006,0.15,29504
C00004650,B00004650,A0057,0.1,74800
C00004651,B00004651,A0060,0.02,2492
C00004652,B00004652,A0037,0.1,6260
C00004653,B00004653,A0025,0.15,5910
C00004654,B00004654,A0022,0.15,86190
C00004655,B00004655,A0053,0.1,6330
C00004656,B00004656,A0044,0.05,3760
C00004657,B00004657,A0024,0.02,15466
C00004658,B00004658,A0039,0.1,13680
C00004659,B00004659,A0010,0.1,14340
C00004660,B00004660,A0017,0.05,11305
C00004661,B00004661,A0060,0.1,11280
C00004662,B00004662,A0045,0.1,19800
C00004663,B00004663,A0005,0.15,26730
C00004664,B00004664,A0003,0.1,4500
C00004665,B00004665,A0010,0.1,80190
C00004666,B00004666,A0027,0.15,15210
C00004667,B00004667,A0004,0.02,2338
C00004668,B00004668,A0045,0.02,6644
C00004669,B00004669,A0060,0.15,20100
C00004670,B00004670,A0049,0.15,27600
C00004671,B00004671,A0054,0.15,59850
C00004672,B00004672,A0014,0.02,3408
C00004673,B00004673,A0025,0.1,26350
C00004674,B00004674,A0025,0.1,23520
C00004675,B00004675,A0034,0.05,10290
C00004676,B00004676,A0052,0.1,174200
C00004677,B00004677,A0029,0.02,23022
C00004678,B00004678,A0043,0.03,7449
C00004679,B00004679,A0052,0.1,33950
C00004680,B00004680,A0014,0.15,28140
C00004681,B00004681,A0033,0.15,39780
C00004682,B00004682,A0056,0.15,7200
C00004683,B00004683,A0024,0.15,56340
C00004684,B00004684,A0003,0.1,3840
C00004685,B00004685,A0058,0.1,3320
C00004686,B00004686,A0017,0.1,31200
C00004687,B00004687,A0015,0.03,5472
C00004688,B00004688,A0035,0.15,8595
C00004689,B00004689,A0054,0.1,37600
C00004690,B00004690,A0018,0.03,3474
C00004691,B00004691,A0017,0.02,692
C00004692,B00004692,A0005,0.15,31680
C00004693,B00004693,A0025,0.15,88530
C00004694,B00004694,A0043,0.15,43140
C00004695,B00004695,A0001,0.1,21400
C00004696,B00004696,A0060,0.02,3552
C00004697,B00004697,A0030,0.05,12705
C00004698,B00004698,A0012,0.02,26298
C00004699,B00004699,A0055,0.05,9130
C00004700,B00004700,A0036,0.05,22080
C00004701,B00004701,A0054,0.05,2475
C00004702,B00004702,A0012,0.1,26960
C00004703,B00004703,A0030,0.1,8960
C00004704,B00004704,A0013,0.1,46800
C00004705,B00004705,A0054,0.02,2700
C00004706,B00004706,A0018,0.02,4376
C00004707,B00004707,A0009,0.05,14400
C00004708,B00004708,A0058,0.02,2496
C00004709,B00004709,A0045,0.02,4032
C00004710,B00004710,A0053,0.02,5486
C00004711,B00004711,A0030,0.1,2900
C00004712,B00004712,A0047,0.02,17072
C00004713,B00004713,A0025,0.02,346
C00004714,B00004714,A0014,0.02,17484
C00004715,B00004715,A0040,0.02,5148
C00004716,B00004716,A0007,0.02,3020
C00004717,B00004717,A0002,0.15,34020
C00004718,B00004718,A0053,0.02,3768
C00004719,B00004719,A0007,0.15,36224
C00004720,B00004720,A0035,0.03,6318
C00004721,B00004721,A0010,0.05,4690
C00004722,B00004722,A0002,0.1,11550
C00004723,B00004723,A0003,0.03,3000
C00004724,B00004724,A0053,0.02,4088
C00004725,B00004725,A0049,0.03,7623
C00004726,B00004726,A0006,0.05,4380
C00004727,B00004727,A0054,0.15,22800
C00004728,B00004728,A0053,0.03,46260
C00004729,B00004729,A0035,0.1,56540
C00004730,B00004730,A0008,0.02,1450
C00004731,B00004731,A0004,0.15,71208
C00004732,B00004732,A0054,0.15,25725
C00004733,B00004733,A0045,0.02,8008
C00004734,B00004734,A0027,0.02,7560
C00004735,B00004735,A0006,0.15,35700
C00004736,B00004736,A0013,0.15,6795
C00004737,B00004737,A0005,0.02,5256
C00004738,B00004738,A0024,0.15,16380
C00004739,B00004739,A0007,0.15,14325
C00004740,B00004740,A0058,0.15,64935
C00004741,B00004741,A0026,0.02,3200
C00004742,B00004742,A0039,0.15,50325
C00004743,B00004743,A0027,0.05,9180
C00004744,B00004744,A0058,0.03,4242
C00004745,B00004745,A0018,0.1,2940
C00004746,B00004746,A0058,0.02,8388
C00004747,B00004747,A0048,0.15,31785
C00004748,B00004748,A0013,0.02,314
C00004749,B00004749,A0006,0.03,2412
C00004750,B00004750,A0060,0.15,23550
C00004751,B00004751,A0013,0.02,2844
C00004752,B00004752,A0033,0.03,19068
C00004753,B00004753,A0051,0.15,25500
C00004754,B00004754,A0022,0.15,87570
C00004755,B00004755,A0002,0.02,4108
C00004756,B00004756,A0051,0.1,16110
C00004757,B00004757,A0034,0.02,4788
C00004758,B00004758,A0054,0.1,22440
C00004759,B00004759,A0054,0.02,1832
C00004760,B00004760,A0017,0.02,3584
C00004761,B00004761,A0015,0.1,1410
C00004762,B00004762,A0024,0.05,13260
C00004763,B00004763,A0050,0.15,2400
C00004764,B00004764,A0045,0.15,63180
C00004765,B00004765,A0055,0.02,1360
C00004766,B00004766,A0035,0.1,1550
C00004767,B00004767,A0022,0.03,537
C00004768,B00004768,A0053,0.15,9840
C00004769,B00004769,A0028,0.1,24200
C00004770,B00004770,A0055,0.15,40500
C00004771,B00004771,A0050,0.15,28350
C00004772,B00004772,A0055,0.05,16466
C00004773,B00004773,A0053,0.1,46930
C00004774,B00004774,A0049,0.15,71610
C00004775,B00004775,A0057,0.02,1780
C00004776,B00004776,A0015,0.15,39930
C00004777,B00004777,A0017,0.02,846
C00004778,B00004778,A0012,0.02,4440
C00004779,B00004779,A0052,0.1,18200
C00004780,B00004780,A0002,0.02,5064
C00004781,B00004781,A0059,0.02,6408
C00004782,B00004782,A0054,0.1,16290
C00004783,B00004783,A0031,0.1,109060
C00004784,B00004784,A0031,0.15,159390
C00004785,B00004785,A0038,0.02,1656
C00004786,B00004786,A0060,0.02,7560
C00004787,B00004787,A0043,0.1,23940
C00004788,B00004788,A0033,0.02,5544
C00004789,B00004789,A0042,0.1,51930
C00004790,B00004790,A0055,0.02,4122
C00004791,B00004791,A0043,0.15,17910
C00004792,B00004792,A0044,0.15,45240
C00004793,B00004793,A0007,0.02,2040
C00004794,B00004794,A0007,0.15,15930
C00004795,B00004795,A0037,0.02,1434
C00004796,B00004796,A0028,0.05,1860
C00004797,B00004797,A0054,0.02,392
C00004798,B00004798,A0051,0.02,1048
C00004799,B00004799,A0015,0.15,66825
C00004800,B00004800,A0054,0.1,17730
C00004801,B00004801,A0052,0.02,684
C00004802,B00004802,A0004,0.15,5450
C00004803,B00004803,A0017,0.02,1716
C00004804,B00004804,A0060,0.02,1420
C00004805,B00004805,A0009,0.03,27342
C00004806,B00004806,A0058,0.15,49365
C00004807,B00004807,A0019,0.02,3936
C00004808,B00004808,A0006,0.15,5370
C00004809,B00004809,A0044,0.15,36000
C00004810,B00004810,A0037,0.02,3152
C00004811,B00004811,A0057,0.02,7140
C00004812,B00004812,A0012,0.02,1520
C00004813,B00004813,A0018,0.05,8040
C00004814,B00004814,A0059,0.03,14784
C00004815,B00004815,A0030,0.1,22920
C00004816,B00004816,A0031,0.03,1539
C00004817,B00004817,A0023,0.02,5864
C00004818,B00004818,A0043,0.15,78960
C00004819,B00004819,A0025,0.03,3822
C00004820,B00004820,A0050,0.03,672
C00004821,B00004821,A0016,0.02,33696
C00004822,B00004822,A0007,0.02,2900
C00004823,B00004823,A0024,0.1,41340
C00004824,B00004824,A0045,0.05,2175
C00004825,B00004825,A0036,0.1,12510
C00004826,B00004826,A0038,0.1,32640
C00004827,B00004827,A0053,0.1,35100
C00004828,B00004828,A0019,0.1,26740
C00004829,B00004829,A0012,0.02,16536
C00004830,B00004830,A0056,0.15,28080
C00004831,B00004831,A0006,0.02,1050
C00004832,B00004832,A0015,0.15,10920
C00004833,B00004833,A0059,0.15,25515
C00004834,B00004834,A0041,0.03,8316
C00004835,B00004835,A0047,0.02,340
C00004836,B00004836,A0041,0.05,4460
C00004837,B00004837,A0004,0.15,24840
C00004838,B00004838,A0013,0.1,12240
C00004839,B00004839,A0039,0.15,14760
C00004840,B00004840,A0005,0.15,32400
C00004841,B00004841,A0027,0.1,28140
C00004842,B00004842,A0052,0.15,18480
C00004843,B00004843,A0007,0.02,2592
C00004844,B00004844,A0005,0.05,5950
C00004845,B00004845,A0034,0.15,17910
C00004846,B00004846,A0039,0.15,23760
C00004847,B00004847,A0016,0.15,34230
C00004848,B00004848,A0007,0.05,4700
C00004849,B00004849,A0011,0.15,23265
C00004850,B00004850,A0002,0.03,1356
C00004851,B00004851,A0031,0.05,15560
C00004852,B00004852,A0020,0.02,4180
C00004853,B00004853,A0001,0.05,8865
C00004854,B00004854,A0017,0.02,326
C00004855,B00004855,A0032,0.02,2560
C00004856,B00004856,A0044,0.15,11670
C00004857,B00004857,A0006,0.02,9048
C00004858,B00004858,A0001,0.15,26730
C00004859,B00004859,A0059,0.03,8232
C00004860,B00004860,A0007,0.15,56250
C00004861,B00004861,A0029,0.05,10750
C00004862,B00004862,A0006,0.15,36510
C00004863,B00004863,A0024,0.05,20340
C00004864,B00004864,A0005,0.15,34740
C00004865,B00004865,A0018,0.02,5910
C00004866,B00004866,A0021,0.02,4334
C00004867,B00004867,A0011,0.15,39420
C00004868,B00004868,A0038,0.15,16440
C00004869,B00004869,A0031,0.1,1620
C00004870,B00004870,A0059,0.15,100035
C00004871,B00004871,A0028,0.02,2044
C00004872,B00004872,A0018,0.03,3990
C00004873,B00004873,A0028,0.05,5670
C00004874,B00004874,A0006,0.05,33750
C00004875,B00004875,A0012,0.02,1640
C00004876,B00004876,A0049,0.15,24750
C00004877,B00004877,A0022,0.15,119250
C00004878,B00004878,A0044,0.15,16860
C00004879,B00004879,A0054,0.15,7605
C00004880,B00004880,A0020,0.03,52833
C00004881,B00004881,A0029,0.05,7020
C00004882,B00004882,A0021,0.02,2880
C00004883,B00004883,A0049,0.1,6810
C00004884,B00004884,A0045,0.05,9295
C00004885,B00004885,A0060,0.02,520
C00004886,B00004886,A0019,0.15,24450
C00004887,B00004887,A0002,0.02,1616
C00004888,B00004888,A0016,0.02,14160
C00004889,B00004889,A0047,0.02,3376
C00004890,B00004890,A0014,0.1,15920
C00004891,B00004891,A0019,0.03,1719
C00004892,B00004892,A0050,0.15,9540
C00004893,B00004893,A0043,0.05,935
C00004894,B00004894,A0046,0.05,24220
C00004895,B00004895,A0024,0.05,8280
C00004896,B00004896,A0012,0.02,2480
C00004897,B00004897,A0058,0.02,1272
C00004898,B00004898,A0024,0.15,74085
C00004899,B00004899,A0022,0.03,24570
C00004900,B00004900,A0023,0.1,21560
C00004901,B00004901,A0011,0.15,14760
C00004902,B00004902,A0005,0.1,42140
C00004903,B00004903,A0012,0.15,311415
C00004904,B00004904,A0040,0.05,4175
C00004905,B00004905,A0021,0.15,30600
C00004906,B00004906,A0020,0.05,27225
C00004907,B00004907,A0039,0.02,2996
C00004908,B00004908,A0050,0.03,2376
C00004909,B00004909,A0005,0.1,15120
C00004910,B00004910,A0050,0.02,3690
C00004911,B00004911,A0003,0.03,23439
C00004912,B00004912,A0008,0.1,15750
C00004913,B00004913,A0011,0.05,9540
C00004914,B00004914,A0005,0.02,370
C00004915,B00004915,A0032,0.1,27680
C00004916,B00004916,A0055,0.1,6200
C00004917,B00004917,A0025,0.15,27840
C00004918,B00004918,A0052,0.03,9324
C00004919,B00004919,A0033,0.02,10764
C00004920,B00004920,A0031,0.15,35280
C00004921,B00004921,A0008,0.15,41790
C00004922,B00004922,A0012,0.05,8940
C00004923,B00004923,A0056,0.02,3648
C00004924,B00004924,A0013,0.15,31920
C00004925,B00004925,A0023,0.15,9840
C00004926,B00004926,A0002,0.15,15435
C00004927,B00004927,A0031,0.05,1350
C00004928,B00004928,A0059,0.15,73515
C00004929,B00004929,A0012,0.15,150990
C00004930,B00004930,A0052,0.1,9040
C00004931,B00004931,A0043,0.03,13842
C00004932,B00004932,A0012,0.15,35820
C00004933,B00004933,A0009,0.05,9700
C00004934,B00004934,A0013,0.1,42300
C00004935,B00004935,A0035,0.02,3100
C00004936,B00004936,A0025,0.15,19980
C00004937,B00004937,A0009,0.03,46827
C00004938,B00004938,A0021,0.05,2940
C00004939,B00004939,A0029,0.15,4470
C00004940,B00004940,A0026,0.02,9810
C00004941,B00004941,A0010,0.02,2940
C00004942,B00004942,A0053,0.15,5190
C00004943,B00004943,A0002,0.15,63900
C00004944,B00004944,A0012,0.1,16560
C00004945,B00004945,A0040,0.1,29400
C00004946,B00004946,A0042,0.15,55965
C00004947,B00004947,A0021,0.1,16500
C00004948,B00004948,A0018,0.15,63000
C00004949,B00004949,A0041,0.1,16100
C00004950,B00004950,A0043,0.02,1584
C00004951,B00004951,A0038,0.15,15075
C00004952,B00004952,A0012,0.05,9600
C00004953,B00004953,A0027,0.15,16695
C00004954,B00004954,A0005,0.03,5040
C00004955,B00004955,A0059,0.15,12300
C00004956,B00004956,A0002,0.1,23400
C00004957,B00004957,A0060,0.02,588
C00004958,B00004958,A0019,0.02,2534
C00004959,B00004959,A0038,0.02,2896
C00004960,B00004960,A0014,0.15,13995
C00004961,B00004961,A0017,0.03,16086
C00004962,B00004962,A0053,0.1,47600
C00004963,B00004963,A0059,0.05,1972
C00004964,B00004964,A0004,0.1,17840
C00004965,B00004965,A0053,0.03,1140
C00004966,B00004966,A0059,0.1,15500
C00004967,B00004967,A0040,0.15,15930
C00004968,B00004968,A0006,0.02,2250
C00004969,B00004969,A0045,0.15,16695
C00004970,B00004970,A0060,0.02,1424
C00004971,B00004971,A0050,0.02,2196
C00004972,B00004972,A0059,0.15,17460
C00004973,B00004973,A0013,0.02,1504
C00004974,B00004974,A0011,0.15,42660
C00004975,B00004975,A0002,0.15,6900
C00004976,B00004976,A0007,0.15,46530
C00004977,B00004977,A0046,0.1,6920
C00004978,B00004978,A0035,0.05,5950
C00004979,B00004979,A0050,0.15,75660
C00004980,B00004980,A0015,0.05,2235
C00004981,B00004981,A0005,0.03,13851
C00004982,B00004982,A0018,0.1,36870
C00004983,B00004983,A0001,0.15,121500
C00004984,B00004984,A0055,0.02,12544
C00004985,B00004985,A0019,0.03,9690
C00004986,B00004986,A0044,0.02,1200
C00004987,B00004987,A0013,0.15,28530
C00004988,B00004988,A0057,0.1,7960
C00004989,B00004989,A0039,0.02,2002
C00004990,B00004990,A0046,0.15,62505
C00004991,B00004991,A0060,0.02,2184
C00004992,B00004992,A0027,0.02,936
C00004993,B00004993,A0057,0.02,780
C00004994,B00004994,A0053,0.1,23400
C00004995,B00004995,A0036,0.1,157680
C00004996,B00004996,A0030,0.02,3388
C00004997,B00004997,A0013,0.1,126450
C00004998,B00004998,A0060,0.03,1170
C00004999,B00004999,A0029,0.02,2640
C00005000,B00005000,A0012,0.15,11700
C00005001,B00005001,A0029,0.05,2760
C00005002,B00005002,A0031,0.02,4560
C00005003,B00005003,A0001,0.02,8460
C00005004,B00005004,A0001,0.15,70050
C00005005,B00005005,A0044,0.1,9640
C00005006,B00005006,A0011,0.05,5500
C00005007,B00005007,A0031,0.15,93555
C00005008,B00005008,A0015,0.02,13188
C00005009,B00005009,A0060,0.1,23430
C00005010,B00005010,A0010,0.05,7000
C00005011,B00005011,A0015,0.02,2730
C00005012,B00005012,A0008,0.02,2884
C00005013,B00005013,A0041,0.02,3048
C00005014,B00005014,A0031,0.02,8352
C00005015,B00005015,A0045,0.02,358
C00005016,B00005016,A0052,0.02,372
C00005017,B00005017,A0007,0.02,2848
C00005018,B00005018,A0058,0.15,141000
C00005019,B00005019,A0011,0.02,3670
C00005020,B00005020,A0046,0.1,133980
C00005021,B00005021,A0015,0.02,7520
C00005022,B00005022,A0025,0.05,11950
C00005023,B00005023,A0031,0.15,17100
C00005024,B00005024,A0019,0.02,3120
C00005025,B00005025,A0019,0.02,3200
C00005026,B00005026,A0053,0.02,1448
C00005027,B00005027,A0028,0.02,6412
C00005028,B00005028,A0005,0.02,1110
C00005029,B00005029,A0047,0.1,23280
C00005030,B00005030,A0031,0.05,5775
C00005031,B00005031,A0022,0.02,3720
C00005032,B00005032,A0007,0.15,10560
C00005033,B00005033,A0022,0.15,251820
C00005034,B00005034,A0003,0.05,2235
C00005035,B00005035,A0006,0.15,6015
C00005036,B00005036,A0006,0.1,25610
C00005037,B00005037,A0027,0.15,22575
C00005038,B00005038,A0025,0.15,57600
C00005039,B00005039,A0038,0.15,34200
C00005040,B00005040,A0053,0.02,12068
C00005041,B00005041,A0002,0.03,459
C00005042,B00005042,A0036,0.03,5334
C00005043,B00005043,A0058,0.05,4900
C00005044,B00005044,A0017,0.02,4500
C00005045,B00005045,A0022,0.15,84480
C00005046,B00005046,A0028,0.1,103050
C00005047,B00005047,A0025,0.03,2556
C00005048,B00005048,A0023,0.03,2595
C00005049,B00005049,A0033,0.15,33810
C00005050,B00005050,A0018,0.02,2944
C00005051,B00005051,A0007,0.1,21120
C00005052,B00005052,A0040,0.1,8960
C00005053,B00005053,A0019,0.15,5700
C00005054,B00005054,A0003,0.15,8550
C00005055,B00005055,A0006,0.15,42480
C00005056,B00005056,A0022,0.02,1116
C00005057,B00005057,A0006,0.05,7645
C00005058,B00005058,A0021,0.02,5304
C00005059,B00005059,A0048,0.15,23520
C00005060,B00005060,A0042,0.02,4108
C00005061,B00005061,A0020,0.15,6705
C00005062,B00005062,A0020,0.02,13700
C00005063,B00005063,A0011,0.02,2848
C00005064,B00005064,A0009,0.05,7140
C00005065,B00005065,A0031,0.15,15600
C00005066,B00005066,A0015,0.02,1824
C00005067,B00005067,A0049,0.02,11452
C00005068,B00005068,A0028,0.03,6534
C00005069,B00005069,A0019,0.05,15040
C00005070,B00005070,A0021,0.02,3234
C00005071,B00005071,A0037,0.1,25960
C00005072,B00005072,A0020,0.02,2808
C00005073,B00005073,A0011,0.02,2820
C00005074,B00005074,A0022,0.05,1560
C00005075,B00005075,A0009,0.02,1728
C00005076,B00005076,A0023,0.15,151440
C00005077,B00005077,A0060,0.05,13230
C00005078,B00005078,A0006,0.02,3184
C00005079,B00005079,A0010,0.15,32940
C00005080,B00005080,A0015,0.15,36900
C00005081,B00005081,A0039,0.15,34560
C00005082,B00005082,A0039,0.02,31980
C00005083,B00005083,A0056,0.02,996
C00005084,B00005084,A0003,0.15,34050
C00005085,B00005085,A0002,0.15,21750
C00005086,B00005086,A0001,0.03,7200
C00005087,B00005087,A0044,0.02,2880
C00005088,B00005088,A0050,0.15,41265
C00005089,B00005089,A0055,0.05,1510
C00005090,B00005090,A0015,0.1,18720
C00005091,B00005091,A0016,0.15,121800
C00005092,B00005092,A0042,0.1,16060
C00005093,B00005093,A0021,0.1,1420
C00005094,B00005094,A0055,0.15,34980
C00005095,B00005095,A0041,0.1,16170
C00005096,B00005096,A0042,0.1,28620
C00005097,B00005097,A0004,0.15,33000
C00005098,B00005098,A0047,0.05,7515
C00005099,B00005099,A0035,0.02,16464
C00005100,B00005100,A0043,0.03,9288
C00005101,B00005101,A0042,0.02,5348
C00005102,B00005102,A0005,0.05,680
C00005103,B00005103,A0001,0.05,10450
C00005104,B00005104,A0016,0.15,8955
C00005105,B00005105,A0046,0.05,14140
C00005106,B00005106,A0032,0.05,25025
C00005107,B00005107,A0036,0.15,46200
C00005108,B00005108,A0002,0.02,37248
C00005109,B00005109,A0046,0.05,6930
C00005110,B00005110,A0007,0.15,215550
C00005111,B00005111,A0020,0.02,2928
C00005112,B00005112,A0050,0.1,8040
C00005113,B00005113,A0046,0.15,17850
C00005114,B00005114,A0052,0.02,6256
C00005115,B00005115,A0019,0.03,6699
C00005116,B00005116,A0040,0.02,4160
C00005117,B00005117,A0051,0.1,23600
C00005118,B00005118,A0057,0.15,24240
C00005119,B00005119,A0024,0.05,17820
C00005120,B00005120,A0050,0.15,32955
C00005121,B00005121,A0027,0.03,6129
C00005122,B00005122,A0040,0.02,7008
C00005123,B00005123,A0057,0.05,1995
C00005124,B00005124,A0015,0.1,12780
C00005125,B00005125,A0057,0.02,916
C00005126,B00005126,A0004,0.1,27680
C00005127,B00005127,A0042,0.05,4160
C00005128,B00005128,A0016,0.02,4380
C00005129,B00005129,A0052,0.03,2160
C00005130,B00005130,A0045,0.02,3668
C00005131,B00005131,A0056,0.15,23580
C00005132,B00005132,A0004,0.02,2800
C00005133,B00005133,A0032,0.15,12000
C00005134,B00005134,A0035,0.15,16470
C00005135,B00005135,A0027,0.15,27000
C00005136,B00005136,A0058,0.02,1170
C00005137,B00005137,A0057,0.02,4340
C00005138,B00005138,A0038,0.15,12030
C00005139,B00005139,A0004,0.15,31140
C00005140,B00005140,A0005,0.02,954
C00005141,B00005141,A0057,0.15,41925
C00005142,B00005142,A0060,0.02,4248
C00005143,B00005143,A0013,0.02,2364
C00005144,B00005144,A0050,0.02,3720
C00005145,B00005145,A0025,0.1,48950
C00005146,B00005146,A0042,0.15,6930
C00005147,B00005147,A0008,0.02,3144
C00005148,B00005148,A0010,0.1,1930
C00005149,B00005149,A0057,0.15,18840
C00005150,B00005150,A0039,0.15,16830
C00005151,B00005151,A0026,0.02,2694
C00005152,B00005152,A0020,0.15,17400
C00005153,B00005153,A0004,0.15,21960
C00005154,B00005154,A0044,0.15,17310
C00005155,B00005155,A0038,0.03,5280
C00005156,B00005156,A0009,0.15,30750
C00005157,B00005157,A0017,0.02,3860
C00005158,B00005158,A0027,0.02,4004
C00005159,B00005159,A0002,0.1,27580
C00005160,B00005160,A0022,0.15,2535
C00005161,B00005161,A0014,0.1,2560
C00005162,B00005162,A0027,0.15,28080
C00005163,B00005163,A0058,0.02,4584
C00005164,B00005164,A0031,0.15,18135
C00005165,B00005165,A0015,0.02,4092
C00005166,B00005166,A0009,0.05,4455
C00005167,B00005167,A0044,0.1,23100
C00005168,B00005168,A0044,0.05,7260
C00005169,B00005169,A0052,0.1,41800
C00005170,B00005170,A0047,0.05,7200
C00005171,B00005171,A0046,0.02,4780
C00005172,B00005172,A0028,0.15,5100
C00005173,B00005173,A0056,0.02,2244
C00005174,B00005174,A0005,0.03,3144
C00005175,B00005175,A0042,0.15,42315
C00005176,B00005176,A0005,0.03,2016
C00005177,B00005177,A0056,0.02,4194
C00005178,B00005178,A0010,0.02,4672
C00005179,B00005179,A0045,0.02,5642
C00005180,B00005180,A0034,0.02,1576
C00005181,B00005181,A0014,0.02,396
C00005182,B00005182,A0017,0.05,1496
C00005183,B00005183,A0032,0.15,26400
C00005184,B00005184,A0054,0.03,774
C00005185,B00005185,A0013,0.02,6090
C00005186,B00005186,A0049,0.05,3490
C00005187,B00005187,A0026,0.15,15330
C00005188,B00005188,A0031,0.03,3120
C00005189,B00005189,A0043,0.05,8415
C00005190,B00005190,A0008,0.05,3030
C00005191,B00005191,A0022,0.03,22374
C00005192,B00005192,A0017,0.05,68100
C00005193,B00005193,A0005,0.15,69480
C00005194,B00005194,A0027,0.03,3345
C00005195,B00005195,A0054,0.1,5280
C00005196,B00005196,A0040,0.15,17955
C00005197,B00005197,A0029,0.02,768
C00005198,B00005198,A0006,0.15,36660
