payment_id,booking_id,payment_date,amount_cents,payment_method,payment_status
P00004660,B00004227,2024-11-30,488800,Debit Card,settled
P00004661,B00004228,2025-12-11,469200,Bank Transfer,settled
P00004662,B00004230,2024-05-08,221400,Debit Card,settled
P00004663,B00004231,2026-01-02,86000,Debit Card,settled
P00004664,B00004232,2024-12-15,225600,Debit Card,settled
P00004665,B00004233,2025-08-28,172700,Credit Card,settled
P00004666,B00004234,2024-05-30,186300,Credit Card,settled
P00004667,B00004235,2025-04-28,216700,Points,settled
P00004668,B00004236,2025-05-10,210600,Debit Card,settled
P00004669,B00004238,2024-02-26,158000,Debit Card,settled
P00004670,B00004239,2024-11-14,90500,Debit Card,settled
P00004671,B00004240,2024-07-06,72000,Credit Card,settled
P00004672,B00004241,2026-02-06,445200,Points,settled
P00004673,B00004241,2026-03-09,-445200,Points,refunded
P00004674,B00004242,2025-07-11,29200,Credit Card,settled
P00004675,B00004242,2025-07-29,-5220,Points,refunded
P00004676,B00004243,2025-09-23,217800,Bank Transfer,settled
P00004677,B00004244,2025-01-24,211900,Debit Card,settled
P00004678,B00004245,2024-12-26,116700,Points,settled
P00004679,B00004246,2025-01-18,257400,Credit Card,settled
P00004680,B00004247,2024-10-26,31800,Points,settled
P00004681,B00004248,2024-06-22,95400,Debit Card,settled
P00004682,B00004249,2025-05-30,121300,Debit Card,settled
P00004683,B00004250,2025-01-21,146700,Bank Transfer,settled
P00004684,B00004251,2024-04-11,17148,Credit Card,settled
P00004685,B00004251,2024-04-05,18452,Debit Card,pending
P00004686,B00004252,2025-03-15,1378246,Points,settled
P00004687,B00004253,2025-03-11,207200,Credit Card,settled
P00004688,B00004253,2025-05-11,-207200,Points,refunded
P00004689,B00004254,2025-10-23,100500,Credit Card,settled
P00004690,B00004255,2025-10-25,260000,Bank Transfer,settled
P00004691,B00004256,2025-09-24,18800,Points,settled
P00004692,B00004257,2026-02-26,979300,Debit Card,settled
P00004693,B00004258,2025-07-24,238400,Bank Transfer,settled
P00004694,B00004259,2024-12-03,215800,Bank Transfer,settled
P00004695,B00004260,2024-08-31,540400,Debit Card,settled
P00004696,B00004261,2024-06-20,20600,Bank Transfer,settled
P00004697,B00004262,2024-09-24,265200,Points,settled
P00004698,B00004263,2024-03-29,96967,Points,settled
P00004699,B00004263,2024-03-16,130033,Bank Transfer,pending
P00004700,B00004265,2024-10-21,42600,Debit Card,settled
P00004701,B00004266,2024-10-27,42200,Points,settled
P00004702,B00004267,2024-04-13,714000,Points,settled
P00004703,B00004268,2025-05-26,206800,Debit Card,settled
P00004704,B00004269,2025-07-31,175500,Credit Card,settled
P00004705,B00004269,2025-09-02,-24933,Credit Card,refunded
P00004706,B00004270,2025-12-16,10652,Bank Transfer,settled
P00004707,B00004270,2025-12-13,3748,Debit Card,pending
P00004708,B00004271,2024-10-07,16700,Debit Card,settled
P00004709,B00004271,2024-11-02,-16700,Bank Transfer,refunded
P00004710,B00004272,2024-06-25,134400,Debit Card,settled
P00004711,B00004273,2025-07-01,26800,Debit Card,settled
P00004712,B00004274,2024-09-16,78500,Debit Card,settled
P00004713,B00004275,2024-05-14,303200,Credit Card,settled
P00004714,B00004276,2025-06-23,47400,Bank Transfer,settled
P00004715,B00004277,2024-02-20,1446000,Bank Transfer,settled
P00004716,B00004278,2025-02-24,20063,Credit Card,settled
P00004717,B00004278,2025-02-17,17937,Bank Transfer,pending
P00004718,B00004279,2024-11-21,228000,Credit Card,settled
P00004719,B00004281,2025-02-10,66000,Bank Transfer,settled
P00004720,B00004282,2026-03-12,39200,Bank Transfer,settled
P00004721,B00004283,2025-03-19,128000,Debit Card,settled
P00004722,B00004284,2024-09-17,121100,Debit Card,settled
P00004723,B00004285,2025-06-28,203500,Credit Card,settled
P00004724,B00004286,2026-01-23,346500,Credit Card,settled
P00004725,B00004287,2024-06-25,182000,Bank Transfer,settled
P00004726,B00004288,2024-09-20,48400,Bank Transfer,settled
P00004727,B00004289,2024-06-08,153600,Points,settled
P00004728,B00004290,2024-07-23,143000,Credit Card,settled
P00004729,B00004291,2024-05-16,117600,Debit Card,settled
P00004730,B00004292,2024-06-13,447700,Credit Card,settled
P00004731,B00004293,2025-02-12,372000,Points,settled
P00004732,B00004294,2025-06-12,138300,Bank Transfer,settled
P00004733,B00004295,2025-01-01,72000,Credit Card,settled
P00004734,B00004296,2024-04-12,139500,Bank Transfer,settled
P00004735,B00004297,2025-12-05,250800,Debit Card,settled
P00004736,B00004298,2025-04-15,288800,Points,settled
P00004737,B00004299,2025-12-18,417200,Credit Card,settled
P00004738,B00004299,2026-01-11,-72328,Bank Transfer,refunded
P00004739,B00004300,2024-02-21,70800,Debit Card,settled
P00004740,B00004300,2024-03-07,-70800,Points,refunded
P00004741,B00004301,2025-08-15,70400,Credit Card,settled
P00004742,B00004302,2024-04-10,25600,Points,settled
P00004743,B00004303,2024-11-05,231000,Points,settled
P00004744,B00004304,2024-09-07,66800,Points,settled
P00004745,B00004305,2026-02-06,466200,Credit Card,settled
P00004746,B00004306,2024-11-20,139470,Points,settled
P00004747,B00004306,2024-10-28,63930,Credit Card,pending
P00004748,B00004307,2024-11-10,52148,Credit Card,settled
P00004749,B00004307,2024-11-02,62152,Points,pending
P00004750,B00004308,2024-08-08,78600,Credit Card,settled
P00004751,B00004309,2024-04-20,261000,Points,settled
P00004752,B00004310,2024-04-15,178541,Debit Card,settled
P00004753,B00004311,2024-05-31,538000,Points,settled
P00004754,B00004312,2026-01-26,43745,Credit Card,settled
P00004755,B00004312,2026-02-01,37055,Credit Card,pending
P00004756,B00004313,2024-08-10,221100,Bank Transfer,settled
P00004757,B00004314,2024-02-23,427700,Bank Transfer,settled
P00004758,B00004315,2024-07-04,19200,Points,settled
P00004759,B00004316,2025-05-28,36271,Debit Card,settled
P00004760,B00004316,2025-05-08,20129,Bank Transfer,pending
P00004761,B00004317,2024-08-16,67200,Bank Transfer,settled
P00004762,B00004317,2024-09-23,-10501,Debit Card,refunded
P00004763,B00004318,2024-06-08,122500,Bank Transfer,settled
P00004764,B00004318,2024-06-17,-122500,Debit Card,refunded
P00004765,B00004319,2025-12-08,195600,Points,settled
P00004766,B00004319,2026-01-04,-195600,Credit Card,refunded
P00004767,B00004320,2025-02-28,266000,Points,settled
P00004768,B00004321,2025-03-25,187000,Points,settled
P00004769,B00004322,2024-12-03,88447,Points,settled
P00004770,B00004322,2024-12-04,23553,Credit Card,pending
P00004771,B00004323,2024-08-15,285600,Credit Card,settled
P00004772,B00004324,2024-10-31,75600,Debit Card,settled
P00004773,B00004325,2024-10-27,59400,Debit Card,settled
P00004774,B00004325,2024-11-18,-59400,Points,refunded
P00004775,B00004326,2024-08-15,17800,Points,settled
P00004776,B00004327,2024-12-09,377000,Points,settled
P00004777,B00004328,2024-09-26,219661,Points,settled
P00004778,B00004328,2024-09-15,265139,Points,pending
P00004779,B00004329,2024-11-10,134400,Bank Transfer,settled
P00004780,B00004330,2025-08-05,92800,Points,settled
P00004781,B00004331,2025-11-11,45300,Points,settled
P00004782,B00004332,2025-06-04,29400,Credit Card,settled
P00004783,B00004333,2025-02-06,140000,Points,settled
P00004784,B00004334,2025-02-12,327600,Debit Card,settled
P00004785,B00004335,2025-11-28,266400,Bank Transfer,settled
P00004786,B00004336,2024-11-17,119400,Credit Card,settled
P00004787,B00004337,2024-05-24,208000,Points,settled
P00004788,B00004338,2025-04-26,177300,Credit Card,settled
P00004789,B00004339,2025-05-17,124800,Debit Card,settled
P00004790,B00004340,2024-09-25,54900,Bank Transfer,settled
P00004791,B00004341,2025-09-17,136200,Bank Transfer,settled
P00004792,B00004342,2025-01-15,129000,Debit Card,settled
P00004793,B00004343,2025-11-29,49500,Debit Card,settled
P00004794,B00004344,2025-01-10,252400,Bank Transfer,settled
P00004795,B00004345,2024-03-16,183000,Credit Card,settled
P00004796,B00004346,2025-05-28,233200,Points,settled
P00004797,B00004347,2024-09-18,45000,Debit Card,settled
P00004798,B00004348,2024-11-27,502800,Points,settled
P00004799,B00004349,2025-06-26,432900,Bank Transfer,settled
P00004800,B00004350,2026-01-04,554400,Bank Transfer,settled
P00004801,B00004351,2024-01-02,810000,Debit Card,settled
P00004802,B00004352,2025-10-17,389500,Points,settled
P00004803,B00004353,2026-01-11,68200,Credit Card,settled
P00004804,B00004354,2025-09-23,1171000,Points,settled
P00004805,B00004355,2026-01-24,266400,Debit Card,settled
P00004806,B00004356,2025-10-18,274400,Credit Card,settled
P00004807,B00004357,2025-09-13,178100,Debit Card,settled
P00004808,B00004358,2025-12-06,435500,Bank Transfer,settled
P00004809,B00004359,2025-04-17,213200,Bank Transfer,settled
P00004810,B00004360,2024-09-08,364700,Points,settled
P00004811,B00004361,2024-04-05,327235,Credit Card,settled
P00004812,B00004361,2024-04-01,96665,Credit Card,pending
P00004813,B00004362,2024-08-07,427000,Points,settled
P00004814,B00004363,2024-07-22,52200,Debit Card,settled
P00004815,B00004364,2024-11-15,179000,Bank Transfer,settled
P00004816,B00004364,2024-12-04,-179000,Bank Transfer,refunded
P00004817,B00004365,2026-01-17,751200,Bank Transfer,settled
P00004818,B00004366,2025-01-23,13800,Bank Transfer,settled
P00004819,B00004367,2025-08-09,235000,Credit Card,settled
P00004820,B00004368,2024-09-10,599200,Debit Card,settled
P00004821,B00004369,2026-03-26,215400,Debit Card,settled
P00004822,B00004370,2025-08-23,132300,Bank Transfer,settled
P00004823,B00004371,2024-10-21,63900,Bank Transfer,settled
P00004824,B00004372,2024-12-20,128700,Credit Card,settled
P00004825,B00004374,2026-01-01,119000,Bank Transfer,settled
P00004826,B00004375,2024-05-03,130645,Debit Card,settled
P00004827,B00004375,2024-05-09,41255,Credit Card,pending
P00004828,B00004376,2024-04-14,174000,Points,settled
P00004829,B00004377,2025-05-17,1509000,Credit Card,settled
P00004830,B00004378,2025-04-29,186200,Points,settled
P00004831,B00004379,2025-01-23,179100,Debit Card,settled
P00004832,B00004380,2024-09-08,744500,Debit Card,settled
P00004833,B00004381,2025-11-21,267400,Points,settled
P00004834,B00004382,2024-06-26,1013600,Debit Card,settled
P00004835,B00004383,2024-04-29,287000,Points,settled
P00004836,B00004385,2024-10-25,239419,Points,settled
P00004837,B00004386,2025-06-22,17900,Bank Transfer,settled
P00004838,B00004387,2024-03-25,108500,Points,settled
P00004839,B00004388,2024-08-15,302400,Points,settled
P00004840,B00004389,2025-07-21,104357,Bank Transfer,settled
P00004841,B00004389,2025-06-23,118843,Debit Card,pending
P00004842,B00004390,2024-05-11,418600,Points,settled
P00004843,B00004391,2026-01-28,239400,Debit Card,settled
P00004844,B00004392,2024-02-13,16200,Bank Transfer,settled
P00004845,B00004393,2024-12-11,125200,Points,settled
P00004846,B00004394,2024-02-29,112000,Points,settled
P00004847,B00004395,2025-10-07,232500,Credit Card,settled
P00004848,B00004396,2024-03-29,224986,Debit Card,settled
P00004849,B00004397,2024-02-22,101400,Debit Card,settled
P00004850,B00004398,2024-03-29,224000,Points,settled
P00004851,B00004399,2025-08-29,225500,Debit Card,settled
P00004852,B00004400,2024-02-21,40200,Debit Card,settled
P00004853,B00004402,2026-03-08,198900,Debit Card,settled
P00004854,B00004403,2024-12-08,214200,Debit Card,settled
P00004855,B00004404,2024-09-24,260700,Points,settled
P00004856,B00004405,2025-01-18,174600,Bank Transfer,settled
P00004857,B00004406,2025-03-01,607100,Credit Card,settled
P00004858,B00004407,2025-05-05,19600,Points,settled
P00004859,B00004408,2025-10-24,399000,Credit Card,settled
P00004860,B00004409,2025-01-16,673000,Bank Transfer,settled
P00004861,B00004410,2025-05-21,204300,Points,settled
P00004862,B00004410,2025-06-14,-204300,Credit Card,refunded
P00004863,B00004411,2025-10-01,133600,Debit Card,settled
P00004864,B00004412,2025-08-28,163100,Debit Card,settled
P00004865,B00004413,2025-07-24,176211,Points,settled
P00004866,B00004413,2025-08-10,220889,Debit Card,pending
P00004867,B00004414,2025-12-13,203500,Points,settled
P00004868,B00004415,2024-04-03,15600,Points,settled
P00004869,B00004416,2024-09-03,261300,Debit Card,settled
P00004870,B00004417,2024-04-21,230635,Credit Card,settled
P00004871,B00004418,2025-04-24,140700,Credit Card,settled
P00004872,B00004419,2024-10-24,132934,Credit Card,settled
P00004873,B00004419,2024-10-31,107566,Credit Card,pending
P00004874,B00004420,2026-02-27,116900,Bank Transfer,settled
P00004875,B00004421,2025-09-22,219700,Credit Card,settled
P00004876,B00004422,2025-12-30,120000,Credit Card,settled
P00004877,B00004423,2025-04-23,176400,Points,settled
P00004878,B00004424,2026-01-25,812400,Points,settled
P00004879,B00004425,2024-11-21,207600,Credit Card,settled
P00004880,B00004426,2025-03-27,283500,Debit Card,settled
P00004881,B00004427,2024-05-26,17400,Debit Card,settled
P00004882,B00004428,2024-11-14,66000,Debit Card,settled
P00004883,B00004429,2025-07-05,944400,Bank Transfer,settled
P00004884,B00004431,2024-03-01,292500,Points,settled
P00004885,B00004432,2025-12-28,179300,Credit Card,settled
P00004886,B00004433,2026-02-13,321600,Credit Card,settled
P00004887,B00004433,2026-03-18,-321600,Bank Transfer,refunded
P00004888,B00004434,2024-08-16,74800,Debit Card,settled
P00004889,B00004435,2025-03-05,46500,Debit Card,settled
P00004890,B00004436,2026-03-06,115000,Bank Transfer,settled
P00004891,B00004437,2024-05-29,156000,Debit Card,settled
P00004892,B00004438,2025-02-18,172000,Bank Transfer,settled
P00004893,B00004439,2024-04-24,67206,Points,settled
P00004894,B00004440,2025-09-06,71000,Points,settled
P00004895,B00004441,2025-11-12,90600,Debit Card,settled
P00004896,B00004443,2025-11-26,172800,Debit Card,settled
P00004897,B00004444,2024-10-20,37000,Debit Card,settled
P00004898,B00004445,2025-12-30,224400,Bank Transfer,settled
P00004899,B00004446,2024-06-09,129600,Debit Card,settled
P00004900,B00004447,2025-08-06,188000,Points,settled
P00004901,B00004448,2025-08-05,38200,Points,settled
P00004902,B00004449,2025-10-08,105000,Bank Transfer,settled
P00004903,B00004449,2025-10-21,-14452,Credit Card,refunded
P00004904,B00004450,2024-10-14,320400,Debit Card,settled
P00004905,B00004451,2024-03-09,99557,Debit Card,settled
P00004906,B00004451,2024-02-11,147043,Points,pending
P00004907,B00004452,2026-01-05,72500,Bank Transfer,settled
P00004908,B00004453,2025-10-31,352800,Bank Transfer,settled
P00004909,B00004454,2024-07-11,312800,Credit Card,settled
P00004910,B00004455,2024-05-31,192000,Credit Card,settled
P00004911,B00004456,2025-03-03,195800,Bank Transfer,settled
P00004912,B00004457,2025-01-07,581000,Credit Card,settled
P00004913,B00004458,2024-10-31,138000,Credit Card,settled
P00004914,B00004458,2024-12-06,-138000,Bank Transfer,refunded
P00004915,B00004459,2026-02-01,38100,Debit Card,settled
P00004916,B00004460,2025-12-21,432000,Debit Card,settled
P00004917,B00004461,2025-04-20,87500,Points,settled
P00004918,B00004462,2026-03-03,304000,Credit Card,settled
P00004919,B00004463,2024-07-16,260400,Bank Transfer,settled
P00004920,B00004464,2025-07-14,79300,Bank Transfer,settled
P00004921,B00004464,2025-08-01,-79300,Credit Card,refunded
P00004922,B00004465,2024-10-25,93078,Credit Card,settled
P00004923,B00004465,2024-10-30,26322,Points,pending
P00004924,B00004466,2024-10-05,52000,Points,settled
P00004925,B00004467,2025-08-03,240900,Debit Card,settled
P00004926,B00004469,2025-12-23,124800,Bank Transfer,settled
P00004927,B00004470,2025-07-04,117600,Debit Card,settled
P00004928,B00004470,2025-08-17,-117600,Bank Transfer,refunded
P00004929,B00004471,2025-10-08,324900,Debit Card,settled
P00004930,B00004472,2024-08-01,30600,Credit Card,settled
P00004931,B00004473,2024-08-17,204000,Bank Transfer,settled
P00004932,B00004473,2024-09-03,-204000,Debit Card,refunded
P00004933,B00004475,2024-02-22,115056,Bank Transfer,settled
P00004934,B00004475,2024-02-26,117744,Credit Card,pending
P00004935,B00004476,2025-12-26,25600,Credit Card,settled
P00004936,B00004477,2025-08-21,198000,Credit Card,settled
P00004937,B00004478,2024-11-12,202400,Debit Card,settled
P00004938,B00004479,2025-06-12,64200,Points,settled
P00004939,B00004480,2025-08-08,785000,Credit Card,settled
P00004940,B00004481,2025-03-30,737800,Bank Transfer,settled
P00004941,B00004482,2025-09-15,201000,Points,settled
P00004942,B00004483,2024-06-16,120500,Bank Transfer,settled
P00004943,B00004484,2025-07-03,56400,Debit Card,settled
P00004944,B00004486,2025-05-31,172822,Credit Card,settled
P00004945,B00004487,2025-06-03,240900,Bank Transfer,settled
P00004946,B00004488,2025-01-09,451200,Bank Transfer,settled
P00004947,B00004489,2024-03-21,54800,Points,settled
P00004948,B00004490,2025-11-06,83000,Debit Card,settled
P00004949,B00004490,2025-11-25,-83000,Points,refunded
P00004950,B00004491,2024-02-23,956400,Bank Transfer,settled
P00004951,B00004492,2025-02-19,394800,Bank Transfer,settled
P00004952,B00004493,2025-11-27,376800,Debit Card,settled
P00004953,B00004494,2025-01-24,56585,Debit Card,settled
P00004954,B00004494,2025-02-04,32415,Points,pending
P00004955,B00004495,2024-10-10,163800,Bank Transfer,settled
P00004956,B00004496,2025-01-07,108983,Points,settled
P00004957,B00004496,2025-01-24,99017,Credit Card,pending
P00004958,B00004497,2024-10-11,176400,Debit Card,settled
P00004959,B00004498,2024-05-28,127234,Points,settled
P00004960,B00004499,2025-07-10,213781,Points,settled
P00004961,B00004499,2025-06-05,102219,Points,pending
P00004962,B00004500,2025-06-26,184400,Credit Card,settled
P00004963,B00004501,2025-12-11,23500,Bank Transfer,settled
P00004964,B00004501,2026-01-03,-3431,Debit Card,refunded
P00004965,B00004502,2025-02-24,225200,Debit Card,settled
P00004966,B00004503,2025-09-06,156000,Debit Card,settled
P00004967,B00004504,2024-06-11,33000,Credit Card,settled
P00004968,B00004505,2025-07-18,869000,Bank Transfer,settled
P00004969,B00004506,2025-12-06,310800,Points,settled
P00004970,B00004507,2025-01-27,192179,Bank Transfer,settled
P00004971,B00004508,2024-05-21,368800,Points,settled
P00004972,B00004509,2025-05-20,90000,Credit Card,settled
P00004973,B00004510,2024-06-20,103200,Bank Transfer,settled
P00004974,B00004511,2025-08-16,80500,Points,settled
P00004975,B00004512,2024-12-12,265100,Points,settled
P00004976,B00004513,2024-04-26,112000,Credit Card,settled
P00004977,B00004514,2026-02-05,451200,Credit Card,settled
P00004978,B00004515,2024-10-29,16600,Debit Card,settled
P00004979,B00004516,2025-05-25,87000,Debit Card,settled
P00004980,B00004517,2025-06-02,152000,Debit Card,settled
P00004981,B00004518,2025-07-06,411000,Points,settled
P00004982,B00004519,2024-07-06,55800,Debit Card,settled
P00004983,B00004520,2024-11-11,128000,Debit Card,settled
P00004984,B00004521,2025-05-30,14900,Bank Transfer,settled
P00004985,B00004521,2025-06-13,-14900,Bank Transfer,refunded
P00004986,B00004522,2024-06-17,958100,Points,settled
P00004987,B00004523,2025-03-26,188000,Points,settled
P00004988,B00004523,2025-05-05,-188000,Points,refunded
P00004989,B00004524,2025-03-08,26800,Debit Card,settled
P00004990,B00004524,2025-04-18,-26800,Bank Transfer,refunded
P00004991,B00004525,2026-03-08,106800,Bank Transfer,settled
P00004992,B00004526,2025-02-09,75200,Credit Card,settled
P00004993,B00004527,2025-05-08,80000,Bank Transfer,settled
P00004994,B00004528,2024-06-19,183200,Points,settled
P00004995,B00004529,2024-06-30,222600,Points,settled
P00004996,B00004530,2024-07-27,90300,Debit Card,settled
P00004997,B00004531,2025-02-07,23000,Credit Card,settled
P00004998,B00004532,2024-04-19,120600,Points,settled
P00004999,B00004533,2024-11-15,279600,Points,settled
P00005000,B00004534,2024-07-10,1918800,Points,settled
P00005001,B00004535,2024-11-14,206800,Bank Transfer,settled
P00005002,B00004536,2024-12-29,619750,Debit Card,settled
P00005003,B00004537,2025-05-19,20400,Debit Card,settled
P00005004,B00004538,2025-11-18,192000,Bank Transfer,settled
P00005005,B00004540,2024-01-21,139200,Debit Card,settled
P00005006,B00004541,2025-06-07,271600,Bank Transfer,settled
P00005007,B00004542,2025-11-20,39600,Credit Card,settled
P00005008,B00004543,2024-09-14,200400,Points,settled
P00005009,B00004544,2024-04-09,240900,Debit Card,settled
P00005010,B00004545,2024-10-25,50799,Debit Card,settled
P00005011,B00004545,2024-11-13,19101,Bank Transfer,pending
P00005012,B00004546,2025-06-26,77400,Debit Card,settled
P00005013,B00004547,2025-09-18,173700,Debit Card,settled
P00005014,B00004548,2025-10-25,186000,Bank Transfer,settled
P00005015,B00004549,2024-05-31,80400,Bank Transfer,settled
P00005016,B00004550,2026-03-02,77698,Points,settled
P00005017,B00004550,2026-03-26,71902,Credit Card,pending
P00005018,B00004551,2024-03-12,307300,Credit Card,settled
P00005019,B00004552,2025-02-14,114438,Credit Card,settled
P00005020,B00004552,2025-02-27,131562,Bank Transfer,pending
P00005021,B00004553,2025-01-31,61800,Debit Card,settled
P00005022,B00004555,2025-08-09,256100,Credit Card,settled
P00005023,B00004556,2025-01-26,17800,Points,settled
P00005024,B00004557,2024-09-23,182600,Credit Card,settled
P00005025,B00004558,2025-01-19,89700,Debit Card,settled
P00005026,B00004559,2024-06-12,170400,Bank Transfer,settled
P00005027,B00004560,2024-10-11,297700,Bank Transfer,settled
P00005028,B00004561,2026-03-25,180000,Credit Card,settled
P00005029,B00004562,2025-02-12,79200,Points,settled
P00005030,B00004563,2025-03-15,268800,Debit Card,settled
P00005031,B00004564,2025-11-07,449800,Credit Card,settled
P00005032,B00004565,2024-10-10,178500,Points,settled
P00005033,B00004566,2025-07-10,313200,Debit Card,settled
P00005034,B00004567,2025-04-12,21200,Points,settled
P00005035,B00004568,2025-06-13,125200,Credit Card,settled
P00005036,B00004569,2025-01-20,321200,Debit Card,settled
P00005037,B00004570,2026-01-14,162900,Debit Card,settled
P00005038,B00004571,2025-09-23,83468,Credit Card,settled
P00005039,B00004571,2025-09-22,111532,Points,pending
P00005040,B00004572,2024-06-24,39000,Debit Card,settled
P00005041,B00004573,2025-01-25,113500,Points,settled
P00005042,B00004574,2024-08-28,47600,Points,settled
P00005043,B00004575,2025-06-03,70420,Bank Transfer,settled
P00005044,B00004575,2025-06-10,59980,Points,pending
P00005045,B00004576,2025-11-06,67500,Bank Transfer,settled
P00005046,B00004577,2025-02-02,278600,Bank Transfer,settled
P00005047,B00004577,2025-03-13,-32221,Credit Card,refunded
P00005048,B00004578,2025-05-26,59800,Bank Transfer,settled
P00005049,B00004579,2024-09-09,17900,Debit Card,settled
P00005050,B00004580,2024-10-11,189000,Bank Transfer,settled
P00005051,B00004582,2025-02-24,114300,Points,settled
P00005052,B00004583,2026-01-09,112200,Points,settled
P00005053,B00004584,2024-09-24,150000,Debit Card,settled
P00005054,B00004585,2025-10-03,233000,Credit Card,settled
P00005055,B00004586,2024-12-30,101000,Points,settled
P00005056,B00004587,2025-02-01,1003500,Debit Card,settled
P00005057,B00004588,2025-04-24,198900,Credit Card,settled
P00005058,B00004589,2024-09-30,249600,Points,settled
P00005059,B00004590,2025-06-09,330000,Points,settled
P00005060,B00004591,2024-09-01,450000,Bank Transfer,settled
P00005061,B00004592,2025-06-05,36400,Credit Card,settled
P00005062,B00004592,2025-06-29,-36400,Points,refunded
P00005063,B00004593,2025-08-14,40400,Points,settled
P00005064,B00004594,2024-08-07,170500,Debit Card,settled
P00005065,B00004595,2025-01-07,230400,Bank Transfer,settled
P00005066,B00004596,2025-11-15,97200,Bank Transfer,settled
P00005067,B00004597,2024-09-14,118800,Debit Card,settled
P00005068,B00004598,2026-01-14,46561,Bank Transfer,settled
P00005069,B00004599,2025-12-27,845834,Debit Card,settled
P00005070,B00004599,2025-12-16,266966,Bank Transfer,pending
P00005071,B00004600,2025-08-16,143753,Bank Transfer,settled
P00005072,B00004600,2025-08-06,37047,Debit Card,pending
P00005073,B00004601,2025-05-16,240500,Bank Transfer,settled
P00005074,B00004602,2024-12-10,1746000,Debit Card,settled
P00005075,B00004603,2024-09-16,211200,Debit Card,settled
P00005076,B00004604,2025-04-04,1460000,Debit Card,settled
P00005077,B00004605,2025-05-14,161700,Points,settled
P00005078,B00004606,2024-02-26,209000,Debit Card,settled
P00005079,B00004607,2026-01-30,352747,Points,settled
P00005080,B00004608,2025-07-24,84720,Bank Transfer,settled
P00005081,B00004608,2025-07-14,115480,Credit Card,pending
P00005082,B00004609,2024-09-23,171000,Points,settled
P00005083,B00004610,2025-10-16,23673,Debit Card,settled
P00005084,B00004611,2025-02-24,29851,Points,settled
P00005085,B00004611,2025-03-23,15949,Debit Card,pending
P00005086,B00004612,2024-05-01,80200,Points,settled
P00005087,B00004613,2024-05-25,301600,Points,settled
P00005088,B00004614,2024-10-06,1312566,Credit Card,settled
P00005089,B00004614,2024-10-09,437434,Credit Card,pending
P00005090,B00004615,2024-10-03,120600,Bank Transfer,settled
P00005091,B00004616,2024-02-01,322800,Points,settled
P00005092,B00004617,2025-03-18,370200,Bank Transfer,settled
P00005093,B00004618,2024-07-04,164400,Debit Card,settled
P00005094,B00004619,2026-01-01,275100,Bank Transfer,settled
P00005095,B00004620,2025-03-29,773000,Bank Transfer,settled
P00005096,B00004621,2025-11-18,377500,Credit Card,settled
P00005097,B00004622,2025-07-13,204400,Credit Card,settled
P00005098,B00004623,2025-12-19,299600,Credit Card,settled
P00005099,B00004624,2025-05-27,126539,Credit Card,settled
P00005100,B00004624,2025-05-07,58261,Points,pending
P00005101,B00004625,2024-11-30,17500,Debit Card,settled
P00005102,B00004626,2025-12-14,355000,Debit Card,settled
P00005103,B00004627,2024-04-05,66600,Points,settled
P00005104,B00004627,2024-05-01,23400,Bank Transfer,pending
P00005105,B00004628,2025-07-19,135200,Credit Card,settled
P00005106,B00004628,2025-08-23,-135200,Debit Card,refunded
P00005107,B00004630,2024-10-09,107200,Points,settled
P00005108,B00004631,2024-08-27,362400,Bank Transfer,settled
P00005109,B00004632,2025-07-10,201600,Credit Card,settled
P00005110,B00004633,2024-04-08,516600,Bank Transfer,settled
P00005111,B00004634,2024-09-18,115200,Debit Card,settled
P00005112,B00004634,2024-10-21,-22544,Bank Transfer,refunded
P00005113,B00004635,2024-02-05,128700,Credit Card,settled
P00005114,B00004636,2025-05-31,616000,Debit Card,settled
P00005115,B00004637,2025-11-08,34300,Points,settled
P00005116,B00004638,2025-08-28,1246500,Credit Card,settled
P00005117,B00004639,2024-11-11,62100,Points,settled
P00005118,B00004640,2024-11-14,108500,Credit Card,settled
P00005119,B00004641,2026-01-10,517200,Debit Card,settled
P00005120,B00004642,2025-04-24,118936,Credit Card,settled
P00005121,B00004642,2025-05-05,94264,Bank Transfer,pending
P00005122,B00004643,2025-09-29,197000,Bank Transfer,settled
P00005123,B00004644,2024-08-28,232700,Points,settled
P00005124,B00004645,2025-02-12,278600,Credit Card,settled
P00005125,B00004647,2024-06-08,1212000,Credit Card,settled
P00005126,B00004648,2026-03-22,386400,Bank Transfer,settled
P00005127,B00004649,2024-08-05,177100,Debit Card,settled
P00005128,B00004650,2024-06-29,748000,Credit Card,settled
P00005129,B00004651,2025-07-28,124600,Credit Card,settled
P00005130,B00004652,2025-09-25,62600,Points,settled
P00005131,B00004653,2024-12-17,30900,Bank Transfer,settled
P00005132,B00004653,2024-11-30,8500,Points,pending
P00005133,B00004654,2024-10-15,578906,Debit Card,settled
P00005134,B00004655,2024-06-25,63300,Points,settled
P00005135,B00004656,2024-05-13,75200,Points,settled
P00005136,B00004657,2026-03-15,773300,Credit Card,settled
P00005137,B00004658,2024-01-03,136800,Bank Transfer,settled
P00005138,B00004659,2024-09-03,143400,Bank Transfer,settled
P00005139,B00004660,2024-11-09,226100,Debit Card,settled
P00005140,B00004661,2024-07-24,112800,Points,settled
P00005141,B00004662,2025-07-19,198000,Debit Card,settled
P00005142,B00004663,2024-04-02,178200,Debit Card,settled
P00005143,B00004664,2026-02-10,45000,Credit Card,settled
