booking_id,guest_id,resort_id,agent_id,booking_date,checkin_date,checkout_date,room_type,nights,nightly_rate_cents,booked_amount_cents,channel,status
B00003655,G001779,R0039,A0055,2025-10-28,2025-12-07,2025-12-21,Standard Double,14,13200,184800,Loyalty,completed
B00003656,G002439,R0020,A0053,2024-12-01,2025-03-22,2025-03-27,Presidential,5,160200,801000,Travel Agent,confirmed
B00003657,G002818,R0008,A0016,2025-10-10,2025-12-07,2025-12-09,Standard King,2,17500,35000,OTA,confirmed
B00003658,G000711,R0010,A0060,2025-04-24,2025-08-01,2025-08-08,Standard Double,7,15100,105700,Corporate,completed
B00003659,G002821,R0019,A0028,2024-11-08,2024-12-22,2025-01-02,Standard King,11,15800,173800,Corporate,completed
B00003660,G002308,R0027,A0021,2024-10-27,2024-12-12,2024-12-16,Standard Double,4,16800,67200,Loyalty,completed
B00003661,G000664,R0033,A0052,2024-05-15,2024-08-23,2024-09-05,Standard Double,13,19900,258700,Corporate,confirmed
B00003662,G000022,R0010,A0043,2024-08-14,2024-11-30,2024-12-12,Standard Double,12,12700,152400,Direct,confirmed
B00003663,G001497,R0005,A0058,2025-11-19,2026-01-17,2026-01-25,Presidential,8,107900,863200,OTA,completed
B00003664,G002497,R0023,A0016,2024-10-06,2024-10-27,2024-11-05,Standard King,9,18500,166500,OTA,confirmed
B00003665,G002612,R0039,A0029,2025-01-08,2025-01-11,2025-01-17,Villa,6,75600,453600,Travel Agent,confirmed
B00003666,G000379,R0039,A0036,2024-03-04,2024-03-08,2024-03-19,Standard Double,11,14700,161700,Direct,completed
B00003667,G001627,R0025,A0022,2025-08-02,2025-09-09,2025-09-12,Standard Double,3,15800,47400,Direct,completed
B00003668,G001613,R0011,A0056,2025-03-31,2025-05-24,2025-06-05,Standard King,12,21000,252000,Direct,completed
B00003669,G001949,R0039,A0033,2024-03-21,2024-04-26,2024-04-28,Standard King,2,24000,48000,Direct,confirmed
B00003670,G001563,R0017,A0047,2024-04-24,2024-05-31,2024-06-04,Standard Double,4,14200,56800,Loyalty,completed
B00003671,G002213,R0009,A0045,2025-09-01,2025-12-17,2025-12-23,Villa,6,77100,462600,OTA,completed
B00003672,G002082,R0022,A0009,2025-08-26,2025-10-27,2025-11-09,Ocean Suite,13,41100,534300,OTA,completed
B00003673,G002983,R0019,A0002,2025-10-28,2025-12-03,2025-12-06,Standard King,3,15300,45900,OTA,completed
B00003674,G001146,R0021,A0052,2025-01-15,2025-02-11,2025-02-21,Ocean Suite,10,41100,411000,Travel Agent,completed
B00003675,G000724,R0028,A0039,2024-08-08,2024-09-08,2024-09-18,Standard King,10,17400,174000,Loyalty,confirmed
B00003676,G001371,R0013,A0039,2025-11-05,2025-11-29,2025-12-13,Standard Double,14,15700,219800,Direct,confirmed
B00003677,G001276,R0023,A0011,2025-01-05,2025-03-14,2025-03-26,Ocean Suite,12,43800,525600,Direct,no_show
B00003678,G000974,R0008,A0032,2025-11-14,2025-12-11,2025-12-17,Standard Double,6,15800,94800,Corporate,confirmed
B00003679,G001266,R0028,A0038,2024-11-14,2024-12-13,2024-12-22,Standard Double,9,16800,151200,Direct,cancelled
B00003680,G001142,R0023,A0051,2025-07-05,2025-10-28,2025-11-10,Ocean Suite,13,32700,425100,OTA,confirmed
B00003681,G000511,R0013,A0055,2025-03-16,2025-03-27,2025-04-09,Standard King,13,21000,273000,Travel Agent,cancelled
B00003682,G001354,R0031,A0031,2024-04-15,2024-05-26,2024-05-30,Standard Double,4,16000,64000,Direct,completed
B00003683,G002429,R0025,A0040,2024-04-16,2024-07-13,2024-07-24,Standard King,11,21800,239800,OTA,confirmed
B00003684,G002343,R0027,A0019,2024-08-30,2024-09-26,2024-09-28,Ocean Suite,2,31200,62400,OTA,confirmed
B00003685,G000513,R0011,A0025,2024-04-11,2024-06-17,2024-06-18,Standard Double,1,17900,17900,Corporate,confirmed
B00003686,G000502,R0024,A0048,2025-07-17,2025-08-28,2025-09-11,Standard King,14,20600,288400,Direct,confirmed
B00003687,G002541,R0016,A0052,2025-06-11,2025-08-07,2025-08-09,Standard Double,2,14900,29800,Direct,completed
B00003688,G002767,R0022,A0053,2025-04-06,2025-07-10,2025-07-18,Standard Double,8,14900,119200,Travel Agent,completed
B00003689,G001002,R0007,A0026,2024-07-24,2024-10-29,2024-11-01,Villa,3,57600,172800,Corporate,cancelled
B00003690,G001447,R0022,A0030,2025-04-19,2025-07-17,2025-07-26,Ocean Suite,9,36800,331200,Direct,no_show
B00003691,G001748,R0025,A0028,2024-02-15,2024-06-14,2024-06-21,Standard Double,7,17800,124600,Direct,cancelled
B00003692,G002101,R0004,A0027,2025-09-23,2025-11-15,2025-11-21,Standard King,6,22900,137400,Direct,completed
B00003693,G001065,R0001,A0044,2024-07-19,2024-09-30,2024-10-07,Standard Double,7,16600,116200,Direct,completed
B00003694,G002104,R0010,A0001,2025-05-14,2025-05-28,2025-06-04,Standard Double,7,16700,116900,OTA,completed
B00003695,G002427,R0007,A0033,2025-08-12,2025-11-24,2025-11-28,Standard Double,4,19100,76400,Loyalty,completed
B00003696,G001483,R0005,A0030,2025-04-12,2025-06-05,2025-06-17,Standard King,12,19900,238800,Loyalty,completed
B00003697,G002446,R0009,A0020,2024-03-29,2024-05-11,2024-05-14,Ocean Suite,3,40500,121500,Direct,completed
B00003698,G002004,R0006,A0032,2024-07-24,2024-08-03,2024-08-07,Standard King,4,20800,83200,Corporate,cancelled
B00003699,G001748,R0032,A0044,2024-07-05,2024-10-14,2024-10-27,Standard King,13,20800,270400,Loyalty,completed
B00003700,G001383,R0028,A0041,2024-04-22,2024-06-11,2024-06-15,Standard Double,4,16100,64400,OTA,confirmed
B00003701,G000800,R0006,A0056,2024-10-21,2024-11-06,2024-11-10,Ocean Suite,4,30100,120400,Direct,completed
B00003702,G001335,R0033,A0029,2025-04-01,2025-05-10,2025-05-21,Ocean Suite,11,37200,409200,OTA,confirmed
B00003703,G000725,R0036,A0043,2024-04-18,2024-07-25,2024-07-28,Villa,3,78100,234300,OTA,cancelled
B00003704,G001440,R0003,A0058,2024-02-29,2024-03-28,2024-04-10,Standard King,13,15800,205400,OTA,completed
B00003705,G002305,R0027,A0040,2025-03-15,2025-06-12,2025-06-24,Standard King,12,19700,236400,Direct,completed
B00003706,G000977,R0022,A0048,2025-10-18,2026-01-29,2026-02-07,Ocean Suite,9,45800,412200,Corporate,completed
B00003707,G001727,R0040,A0029,2025-01-26,2025-03-14,2025-03-21,Ocean Suite,7,46300,324100,Corporate,confirmed
B00003708,G001540,R0015,A0014,2025-03-27,2025-07-15,2025-07-26,Standard Double,11,14600,160600,Corporate,completed
B00003709,G000500,R0031,A0058,2024-04-24,2024-06-30,2024-07-03,Presidential,3,105200,315600,Direct,completed
B00003710,G001990,R0008,A0059,2024-07-21,2024-10-17,2024-10-29,Villa,12,75400,904800,Loyalty,completed
B00003711,G001474,R0028,A0045,2024-04-08,2024-07-25,2024-08-03,Villa,9,65200,586800,Corporate,completed
B00003712,G002870,R0023,A0030,2025-08-17,2025-10-18,2025-10-20,Standard King,2,23100,46200,Direct,cancelled
B00003713,G002508,R0005,A0042,2024-02-25,2024-06-24,2024-07-01,Standard Double,7,19500,136500,Direct,completed
B00003714,G002021,R0014,A0009,2025-11-17,2026-01-23,2026-01-30,Standard Double,7,19100,133700,OTA,completed
B00003715,G000768,R0002,A0015,2025-01-29,2025-05-13,2025-05-19,Standard King,6,17300,103800,Direct,completed
B00003716,G001815,R0011,A0003,2025-02-20,2025-04-09,2025-04-23,Standard King,14,22500,315000,Direct,completed
B00003717,G002583,R0016,A0046,2025-08-06,2025-09-29,2025-10-13,Ocean Suite,14,47100,659400,OTA,confirmed
B00003718,G002137,R0021,A0014,2025-03-10,2025-05-19,2025-05-27,Standard Double,8,13800,110400,Corporate,completed
B00003719,G001229,R0013,A0022,2025-10-08,2025-11-19,2025-11-26,Ocean Suite,7,47100,329700,Travel Agent,no_show
B00003720,G000784,R0033,A0041,2025-12-01,2026-03-24,2026-03-29,Standard Double,5,19000,95000,OTA,completed
B00003721,G000175,R0022,A0037,2024-11-15,2024-11-22,2024-12-05,Standard King,13,16800,218400,Direct,completed
B00003722,G002011,R0016,A0052,2024-09-11,2024-10-09,2024-10-11,Standard King,2,22600,45200,Direct,completed
B00003723,G001922,R0031,A0051,2025-09-12,2025-12-31,2026-01-11,Ocean Suite,11,42400,466400,Direct,completed
B00003724,G000557,R0007,A0032,2025-05-22,2025-09-14,2025-09-19,Standard Double,5,13700,68500,Travel Agent,cancelled
B00003725,G002009,R0002,A0047,2025-12-01,2026-02-12,2026-02-19,Standard King,7,17300,121100,Direct,completed
B00003726,G000704,R0026,A0026,2025-05-07,2025-05-19,2025-05-24,Standard Double,5,13100,65500,OTA,cancelled
B00003727,G001838,R0024,A0045,2025-04-18,2025-05-01,2025-05-12,Villa,11,64800,712800,Direct,completed
B00003728,G002728,R0031,A0001,2025-05-16,2025-08-06,2025-08-07,Standard King,1,16800,16800,OTA,confirmed
B00003729,G001189,R0029,A0033,2024-07-19,2024-07-20,2024-08-01,Presidential,12,115100,1381200,OTA,completed
B00003730,G002311,R0022,A0054,2024-11-10,2025-02-13,2025-02-23,Standard King,10,22100,221000,OTA,completed
B00003731,G000793,R0039,A0046,2025-12-16,2026-01-08,2026-01-09,Standard King,1,20500,20500,Direct,completed
B00003732,G001504,R0014,A0031,2025-01-16,2025-04-21,2025-05-04,Standard Double,13,15500,201500,Corporate,completed
B00003733,G001068,R0038,A0010,2025-03-04,2025-04-10,2025-04-14,Standard King,4,19800,79200,Direct,completed
B00003734,G001611,R0011,A0027,2024-11-09,2025-02-14,2025-02-18,Ocean Suite,4,36200,144800,Corporate,completed
B00003735,G000402,R0029,A0015,2024-10-20,2025-01-27,2025-02-06,Standard King,10,23900,239000,OTA,completed
B00003736,G000624,R0013,A0036,2025-11-27,2026-01-31,2026-02-01,Standard Double,1,13200,13200,Direct,completed
B00003737,G002407,R0030,A0042,2024-09-02,2024-11-18,2024-11-28,Ocean Suite,10,40400,404000,Travel Agent,completed
B00003738,G000803,R0013,A0047,2025-06-23,2025-08-20,2025-09-03,Standard Double,14,16500,231000,OTA,confirmed
B00003739,G000862,R0008,A0029,2025-07-24,2025-11-13,2025-11-25,Standard Double,12,16700,200400,Loyalty,completed
B00003740,G002601,R0032,A0052,2025-09-09,2025-12-25,2026-01-06,Standard Double,12,14500,174000,OTA,completed
B00003741,G000103,R0039,A0034,2025-01-20,2025-03-28,2025-04-02,Villa,5,68900,344500,Direct,completed
B00003742,G001438,R0040,A0047,2024-02-28,2024-05-08,2024-05-15,Standard Double,7,20200,141400,Direct,completed
B00003743,G001804,R0029,A0026,2025-04-12,2025-07-16,2025-07-24,Ocean Suite,8,39100,312800,OTA,completed
B00003744,G000186,R0005,A0039,2025-01-02,2025-03-27,2025-04-06,Standard Double,10,19500,195000,OTA,confirmed
B00003745,G001050,R0028,A0011,2024-05-23,2024-07-12,2024-07-14,Standard King,2,17400,34800,Direct,no_show
B00003746,G002164,R0023,A0007,2025-07-03,2025-08-08,2025-08-21,Standard Double,13,17300,224900,Corporate,confirmed
B00003747,G001936,R0016,A0024,2024-07-05,2024-08-08,2024-08-16,Standard Double,8,14200,113600,OTA,completed
B00003748,G002265,R0030,A0009,2025-11-24,2026-02-23,2026-02-28,Ocean Suite,5,38600,193000,Travel Agent,completed
B00003749,G002093,R0038,A0059,2025-03-15,2025-05-10,2025-05-21,Villa,11,68000,748000,Corporate,no_show
B00003750,G001095,R0005,A0056,2025-09-23,2025-09-27,2025-10-02,Standard Double,5,16200,81000,Direct,confirmed
B00003751,G001564,R0021,A0016,2024-10-27,2025-01-15,2025-01-25,Standard Double,10,18100,181000,OTA,confirmed
B00003752,G002858,R0011,A0010,2025-03-15,2025-04-24,2025-05-08,Villa,14,72900,1020600,Direct,no_show
B00003753,G002035,R0001,A0010,2024-01-12,2024-01-30,2024-02-07,Ocean Suite,8,42700,341600,Corporate,completed
B00003754,G002202,R0016,A0055,2025-12-09,2025-12-14,2025-12-20,Standard King,6,18500,111000,Corporate,completed
B00003755,G000289,R0034,A0058,2024-06-07,2024-09-13,2024-09-14,Standard Double,1,19200,19200,Direct,completed
B00003756,G002398,R0015,A0056,2025-11-08,2025-11-29,2025-12-13,Standard King,14,17600,246400,OTA,cancelled
B00003757,G001267,R0035,A0040,2024-10-13,2025-01-20,2025-01-22,Standard King,2,22500,45000,OTA,completed
B00003758,G000213,R0013,A0014,2024-09-01,2024-11-11,2024-11-13,Standard King,2,20500,41000,OTA,completed
B00003759,G001767,R0001,A0054,2024-08-01,2024-09-23,2024-09-25,Ocean Suite,2,30800,61600,Direct,confirmed
B00003760,G002814,R0013,A0002,2025-01-19,2025-04-03,2025-04-16,Standard Double,13,18900,245700,Direct,completed
B00003761,G000031,R0037,A0016,2025-10-19,2025-11-12,2025-11-21,Standard King,9,18500,166500,Direct,completed
B00003762,G000614,R0037,A0007,2025-10-30,2025-12-22,2025-12-23,Standard King,1,21800,21800,OTA,no_show
B00003763,G002245,R0036,A0005,2024-10-05,2024-11-09,2024-11-10,Standard Double,1,14500,14500,Loyalty,confirmed
B00003764,G002047,R0012,A0058,2025-10-18,2026-02-04,2026-02-05,Ocean Suite,1,36200,36200,OTA,completed
B00003765,G002977,R0015,A0002,2024-02-18,2024-06-04,2024-06-10,Standard Double,6,12800,76800,Travel Agent,completed
B00003766,G001371,R0015,A0059,2024-02-23,2024-04-17,2024-04-24,Standard Double,7,19100,133700,OTA,completed
B00003767,G001351,R0030,A0028,2025-05-11,2025-07-19,2025-07-29,Standard King,10,22500,225000,OTA,cancelled
B00003768,G002432,R0037,A0054,2024-02-12,2024-05-13,2024-05-17,Standard King,4,16600,66400,Travel Agent,confirmed
B00003769,G001867,R0002,A0009,2025-03-08,2025-07-03,2025-07-16,Standard King,13,15900,206700,Corporate,confirmed
B00003770,G002591,R0005,A0053,2025-08-17,2025-08-24,2025-08-27,Standard Double,3,15800,47400,Travel Agent,completed
B00003771,G002508,R0016,A0001,2025-07-04,2025-08-05,2025-08-07,Presidential,2,124100,248200,Direct,completed
B00003772,G001815,R0012,A0033,2024-09-27,2024-12-18,2024-12-21,Ocean Suite,3,37000,111000,OTA,cancelled
B00003773,G002279,R0024,A0059,2025-08-12,2025-11-05,2025-11-11,Villa,6,71900,431400,Direct,completed
B00003774,G000905,R0021,A0018,2025-12-02,2026-02-10,2026-02-22,Ocean Suite,12,46700,560400,OTA,completed
B00003775,G002966,R0018,A0040,2024-04-19,2024-07-31,2024-08-05,Villa,5,80300,401500,Corporate,completed
B00003776,G002444,R0027,A0006,2025-11-04,2026-01-20,2026-01-26,Standard King,6,19300,115800,Direct,confirmed
B00003777,G001754,R0026,A0026,2025-07-03,2025-09-12,2025-09-18,Standard King,6,22300,133800,Travel Agent,completed
B00003778,G001443,R0039,A0040,2025-09-25,2025-12-11,2025-12-12,Standard King,1,17300,17300,Direct,confirmed
B00003779,G001562,R0012,A0012,2025-03-15,2025-04-19,2025-04-28,Ocean Suite,9,40400,363600,Direct,completed
B00003780,G000893,R0015,A0026,2025-12-30,2026-02-11,2026-02-20,Villa,9,70700,636300,Corporate,completed
B00003781,G001766,R0013,A0023,2024-04-26,2024-08-09,2024-08-11,Villa,2,77900,155800,Direct,completed
B00003782,G000785,R0037,A0051,2025-04-01,2025-04-23,2025-05-05,Standard King,12,22200,266400,Corporate,confirmed
B00003783,G000658,R0027,A0036,2024-06-23,2024-08-07,2024-08-16,Standard Double,9,17700,159300,OTA,cancelled
B00003784,G002600,R0008,A0014,2025-12-23,2026-03-30,2026-04-05,Ocean Suite,6,41600,249600,OTA,completed
B00003785,G001953,R0013,A0040,2024-06-04,2024-08-17,2024-08-28,Standard Double,11,18300,201300,OTA,completed
B00003786,G001185,R0016,A0048,2024-09-25,2024-10-15,2024-10-21,Standard King,6,19800,118800,OTA,completed
B00003787,G001770,R0009,A0033,2024-08-30,2024-10-09,2024-10-18,Standard King,9,15900,143100,OTA,confirmed
B00003788,G001254,R0008,A0020,2024-11-29,2024-12-27,2024-12-31,Standard Double,4,19900,79600,Corporate,completed
B00003789,G002806,R0007,A0025,2024-11-01,2024-11-11,2024-11-17,Villa,6,57800,346800,OTA,cancelled
B00003790,G000282,R0032,A0033,2024-01-16,2024-04-05,2024-04-06,Standard Double,1,17000,17000,OTA,completed
B00003791,G002386,R0007,A0018,2025-12-08,2026-03-02,2026-03-08,Standard King,6,22200,133200,OTA,confirmed
B00003792,G002976,R0026,A0028,2024-03-20,2024-07-07,2024-07-21,Standard Double,14,16700,233800,Direct,completed
B00003793,G002672,R0011,A0013,2024-01-24,2024-05-09,2024-05-19,Standard Double,10,16100,161000,Direct,completed
B00003794,G002751,R0001,A0025,2024-01-03,2024-02-06,2024-02-12,Ocean Suite,6,31900,191400,Travel Agent,completed
B00003795,G000727,R0004,A0002,2025-05-19,2025-08-09,2025-08-23,Standard Double,14,18100,253400,Direct,no_show
B00003796,G001748,R0032,A0015,2025-09-19,2026-01-07,2026-01-13,Standard King,6,22700,136200,Direct,completed
B00003797,G000577,R0021,A0054,2024-06-17,2024-08-10,2024-08-23,Ocean Suite,13,45600,592800,Direct,completed
B00003798,G001513,R0020,A0054,2024-04-08,2024-05-03,2024-05-14,Ocean Suite,11,43900,482900,OTA,completed
B00003799,G002549,R0040,A0036,2025-12-24,2026-02-21,2026-02-24,Standard Double,3,19300,57900,Travel Agent,completed
B00003800,G000374,R0025,A0019,2024-03-11,2024-05-28,2024-06-07,Villa,10,72000,720000,OTA,completed
B00003801,G000167,R0012,A0028,2024-02-13,2024-04-06,2024-04-09,Standard Double,3,17500,52500,Travel Agent,completed
B00003802,G002524,R0039,A0059,2024-07-11,2024-09-18,2024-09-29,Standard Double,11,19600,215600,OTA,confirmed
B00003803,G001992,R0031,A0018,2024-11-25,2024-12-18,2024-12-28,Standard King,10,19300,193000,OTA,completed
B00003804,G000771,R0013,A0035,2025-03-14,2025-05-16,2025-05-23,Standard Double,7,18500,129500,Direct,completed
B00003805,G002638,R0016,A0015,2025-12-17,2026-02-22,2026-03-02,Standard Double,8,14300,114400,Corporate,confirmed
B00003806,G001376,R0014,A0053,2024-10-22,2025-01-17,2025-01-30,Ocean Suite,13,42900,557700,OTA,completed
B00003807,G002840,R0013,A0036,2024-05-10,2024-06-26,2024-06-29,Standard Double,3,14800,44400,Direct,confirmed
B00003808,G002008,R0023,A0005,2024-07-19,2024-10-15,2024-10-20,Ocean Suite,5,37000,185000,Corporate,cancelled
B00003809,G001315,R0023,A0031,2025-03-01,2025-06-24,2025-06-26,Standard King,2,15700,31400,Loyalty,completed
B00003810,G000573,R0007,A0046,2024-08-02,2024-10-16,2024-10-22,Presidential,6,108300,649800,Direct,confirmed
B00003811,G001063,R0036,A0023,2024-04-11,2024-05-15,2024-05-18,Villa,3,63200,189600,Direct,completed
B00003812,G001945,R0021,A0013,2024-04-18,2024-06-01,2024-06-12,Standard King,11,18100,199100,Corporate,completed
B00003813,G000322,R0003,A0050,2025-11-26,2025-12-12,2025-12-23,Standard Double,11,17200,189200,Direct,completed
B00003814,G001384,R0026,A0013,2024-12-29,2025-04-10,2025-04-15,Standard Double,5,17800,89000,Direct,confirmed
B00003815,G000340,R0022,A0029,2025-08-04,2025-10-02,2025-10-06,Standard King,4,21600,86400,Direct,completed
B00003816,G001561,R0011,A0041,2024-01-07,2024-04-29,2024-05-02,Villa,3,60800,182400,Direct,no_show
B00003817,G001776,R0040,A0035,2025-06-05,2025-08-22,2025-08-24,Standard Double,2,15500,31000,OTA,completed
B00003818,G002647,R0007,A0037,2024-05-06,2024-08-28,2024-09-08,Standard Double,11,16900,185900,Corporate,completed
B00003819,G002851,R0006,A0039,2025-11-09,2025-11-11,2025-11-12,Standard King,1,16100,16100,OTA,completed
B00003820,G001940,R0013,A0011,2024-02-05,2024-02-22,2024-03-02,Ocean Suite,9,40100,360900,OTA,cancelled
B00003821,G000662,R0006,A0025,2024-03-09,2024-03-17,2024-03-29,Ocean Suite,12,36800,441600,Corporate,confirmed
B00003822,G001649,R0040,A0060,2025-01-07,2025-04-05,2025-04-18,Standard King,13,17100,222300,Direct,completed
B00003823,G001354,R0010,A0030,2025-08-10,2025-10-03,2025-10-04,Standard Double,1,17400,17400,Loyalty,confirmed
B00003824,G000835,R0034,A0020,2024-09-18,2025-01-12,2025-01-15,Standard King,3,17600,52800,Direct,completed
B00003825,G000186,R0036,A0028,2025-03-10,2025-03-28,2025-04-08,Presidential,11,102200,1124200,Travel Agent,completed
B00003826,G000473,R0040,A0038,2024-11-20,2024-12-06,2024-12-19,Presidential,13,146700,1907100,Direct,completed
B00003827,G001091,R0016,A0044,2025-05-05,2025-07-25,2025-07-30,Ocean Suite,5,46700,233500,Travel Agent,cancelled
B00003828,G001688,R0012,A0011,2024-11-06,2025-01-03,2025-01-06,Standard King,3,17700,53100,Direct,completed
B00003829,G000343,R0002,A0035,2025-04-09,2025-05-16,2025-05-28,Standard Double,12,13700,164400,Travel Agent,cancelled
B00003830,G002668,R0026,A0034,2024-12-11,2025-03-18,2025-03-29,Standard King,11,22400,246400,Loyalty,completed
B00003831,G000504,R0025,A0025,2024-09-22,2025-01-14,2025-01-17,Ocean Suite,3,39100,117300,Travel Agent,completed
B00003832,G000416,R0016,A0023,2025-12-03,2026-01-13,2026-01-23,Standard King,10,19500,195000,Travel Agent,completed
B00003833,G002452,R0016,A0032,2025-04-30,2025-05-01,2025-05-10,Standard Double,9,15000,135000,Travel Agent,completed
B00003834,G001914,R0024,A0013,2024-03-29,2024-06-01,2024-06-04,Standard King,3,16300,48900,Direct,completed
B00003835,G001703,R0037,A0059,2024-10-05,2024-12-01,2024-12-14,Standard King,13,23400,304200,Direct,cancelled
B00003836,G002210,R0040,A0019,2025-12-09,2026-01-17,2026-01-20,Standard King,3,21200,63600,Direct,completed
B00003837,G001561,R0023,A0053,2025-10-17,2025-11-30,2025-12-04,Villa,4,72200,288800,OTA,completed
B00003838,G000692,R0020,A0021,2024-07-07,2024-09-11,2024-09-24,Standard Double,13,14300,185900,Corporate,completed
B00003839,G002509,R0039,A0029,2025-08-04,2025-09-01,2025-09-13,Standard King,12,22900,274800,OTA,completed
B00003840,G002489,R0008,A0043,2025-05-23,2025-05-24,2025-06-04,Standard Double,11,12700,139700,OTA,completed
B00003841,G001071,R0010,A0020,2025-04-16,2025-06-20,2025-06-24,Standard King,4,23800,95200,Corporate,completed
B00003842,G001104,R0013,A0042,2025-08-07,2025-08-22,2025-08-27,Standard King,5,15400,77000,OTA,completed
B00003843,G001219,R0027,A0060,2024-06-20,2024-08-19,2024-08-22,Ocean Suite,3,33000,99000,Corporate,cancelled
B00003844,G001971,R0033,A0042,2025-09-17,2025-11-12,2025-11-20,Ocean Suite,8,36500,292000,Travel Agent,cancelled
B00003845,G000953,R0006,A0045,2024-07-30,2024-08-28,2024-08-31,Standard Double,3,18500,55500,Travel Agent,cancelled
B00003846,G001983,R0027,A0043,2024-05-03,2024-07-20,2024-07-30,Standard Double,10,14900,149000,Travel Agent,completed
B00003847,G000171,R0027,A0048,2024-08-01,2024-10-10,2024-10-15,Standard Double,5,15100,75500,Travel Agent,completed
B00003848,G002320,R0033,A0030,2024-11-16,2025-02-15,2025-02-22,Standard King,7,22300,156100,Corporate,completed
B00003849,G000779,R0040,A0057,2024-06-10,2024-09-12,2024-09-18,Presidential,6,129100,774600,OTA,cancelled
B00003850,G001977,R0015,A0019,2024-03-13,2024-03-24,2024-03-27,Standard King,3,19500,58500,Direct,confirmed
B00003851,G000399,R0022,A0045,2025-12-11,2026-03-09,2026-03-12,Standard Double,3,13900,41700,Loyalty,completed
B00003852,G000912,R0036,A0010,2024-08-17,2024-10-30,2024-11-08,Standard Double,9,15400,138600,Direct,completed
B00003853,G002710,R0016,A0035,2025-04-13,2025-06-30,2025-07-03,Standard Double,3,20100,60300,OTA,completed
B00003854,G001201,R0036,A0046,2024-07-05,2024-07-22,2024-08-01,Ocean Suite,10,43900,439000,Corporate,confirmed
B00003855,G001388,R0033,A0025,2025-04-15,2025-05-20,2025-05-24,Standard King,4,18900,75600,Corporate,completed
B00003856,G000506,R0040,A0041,2025-08-24,2025-10-28,2025-11-09,Standard Double,12,13100,157200,Corporate,completed
B00003857,G002650,R0016,A0060,2024-08-11,2024-10-25,2024-10-27,Presidential,2,155900,311800,OTA,completed
B00003858,G000799,R0016,A0058,2024-01-22,2024-04-12,2024-04-18,Presidential,6,161900,971400,Corporate,completed
B00003859,G000397,R0011,A0029,2025-08-27,2025-09-18,2025-09-28,Standard Double,10,17600,176000,Direct,confirmed
B00003860,G002762,R0027,A0006,2025-01-21,2025-04-07,2025-04-11,Presidential,4,159600,638400,Corporate,completed
B00003861,G002682,R0008,A0058,2025-10-29,2025-12-23,2025-12-27,Standard King,4,19800,79200,Direct,completed
B00003862,G001698,R0011,A0012,2024-12-08,2025-02-23,2025-02-28,Standard King,5,18200,91000,OTA,confirmed
B00003863,G001290,R0028,A0015,2025-05-19,2025-07-25,2025-07-27,Presidential,2,109100,218200,Direct,confirmed
B00003864,G000779,R0007,A0053,2024-06-23,2024-09-19,2024-09-29,Standard King,10,23400,234000,Corporate,cancelled
B00003865,G002762,R0022,A0034,2024-12-15,2025-03-13,2025-03-15,Ocean Suite,2,39300,78600,OTA,cancelled
B00003866,G000187,R0019,A0025,2024-05-14,2024-06-08,2024-06-21,Ocean Suite,13,34100,443300,OTA,confirmed
B00003867,G000576,R0035,A0008,2025-12-10,2026-01-11,2026-01-17,Standard Double,6,18800,112800,OTA,confirmed
B00003868,G000738,R0036,A0038,2025-04-19,2025-06-26,2025-07-07,Standard Double,11,14800,162800,OTA,confirmed
B00003869,G002179,R0013,A0055,2024-08-23,2024-10-02,2024-10-10,Ocean Suite,8,37500,300000,Direct,no_show
B00003870,G002273,R0001,A0041,2024-02-01,2024-02-25,2024-03-05,Standard King,9,16100,144900,Direct,completed
B00003871,G001233,R0006,A0054,2024-08-27,2024-08-30,2024-09-04,Ocean Suite,5,35100,175500,OTA,completed
B00003872,G002375,R0015,A0020,2024-01-17,2024-04-24,2024-04-25,Villa,1,68700,68700,OTA,confirmed
B00003873,G000426,R0004,A0017,2025-09-25,2025-11-11,2025-11-13,Ocean Suite,2,33200,66400,Direct,completed
B00003874,G000436,R0025,A0045,2025-02-01,2025-04-30,2025-05-12,Standard Double,12,18200,218400,Corporate,completed
B00003875,G000519,R0034,A0032,2025-06-27,2025-08-06,2025-08-19,Standard Double,13,18900,245700,Direct,completed
B00003876,G001049,R0018,A0017,2024-02-27,2024-04-09,2024-04-15,Standard Double,6,19100,114600,OTA,confirmed
B00003877,G000105,R0026,A0010,2025-12-25,2026-03-10,2026-03-12,Standard Double,2,19800,39600,Loyalty,completed
B00003878,G001798,R0002,A0005,2024-02-27,2024-05-27,2024-06-09,Standard Double,13,20100,261300,OTA,completed
B00003879,G002273,R0024,A0051,2025-08-12,2025-09-09,2025-09-23,Standard King,14,23700,331800,Travel Agent,cancelled
B00003880,G000162,R0020,A0031,2025-01-09,2025-04-08,2025-04-16,Standard King,8,23300,186400,Direct,completed
B00003881,G002788,R0018,A0007,2025-03-14,2025-04-24,2025-05-01,Standard Double,7,16100,112700,OTA,confirmed
B00003882,G000429,R0032,A0002,2025-06-18,2025-09-15,2025-09-26,Standard King,11,18300,201300,OTA,completed
B00003883,G001677,R0012,A0052,2024-07-05,2024-08-21,2024-09-02,Villa,12,55100,661200,OTA,completed
B00003884,G002573,R0039,A0052,2025-06-09,2025-08-31,2025-09-05,Standard Double,5,19000,95000,OTA,completed
B00003885,G001148,R0017,A0014,2024-05-28,2024-06-18,2024-06-28,Standard Double,10,17700,177000,OTA,completed
